order_id,order_date,region,category,channel,units_sold,unit_price,unit_cost,revenue,cost,profit
50626,2025-01-20,Northeast,Home Office,Retail,4,168.44,191.08,673.76,764.32,-90.56
50627,2025-04-22,Northeast,Electronics,Online,1,328.73,207.01,328.73,207.01,121.72
50628,2025-04-30,South,Electronics,Online,5,443.46,151.38,2217.3,756.9,1460.4
50629,2025-07-13,West,Accessories,Online,4,213.03,21.75,852.12,87.0,765.12
50630,2025-04-21,West,Software,Online,6,51.98,200.28,311.88,1201.68,-889.8
50631,2025-07-29,South,Accessories,Partner,2,267.7,254.19,535.4,508.38,27.02
50632,2025-01-01,Northeast,Home Office,Online,5,186.07,218.89,930.35,1094.45,-164.1
50633,2025-02-27,South,Software,Online,2,342.67,250.69,685.34,501.38,183.96
50634,2025-04-03,Northeast,Software,Online,1,476.5,68.15,476.5,68.15,408.35
50635,2025-08-09,South,Accessories,Retail,5,253.09,267.78,1265.45,1338.9,-73.45
50636,2025-07-30,Northeast,Software,Online,4,243.77,103.44,975.08,413.76,561.32
50637,2025-08-20,Midwest,Accessories,Online,3,334.2,13.89,1002.6,41.67,960.93
50638,2025-09-19,West,Electronics,Online,5,69.68,254.58,348.4,1272.9,-924.5
50639,2025-12-30,Midwest,Accessories,Retail,5,141.68,283.13,708.4,1415.65,-707.25
50640,2025-04-13,West,Software,Online,5,461.11,200.11,2305.55,1000.55,1305.0
50641,2025-02-19,Northeast,Software,Retail,5,341.57,77.12,1707.85,385.6,1322.25
50642,2025-04-20,Midwest,Home Office,Online,4,26.45,83.01,105.8,332.04,-226.24
50643,2025-03-29,West,Home Office,Online,4,118.22,145.31,472.88,581.24,-108.36
50644,2025-01-20,South,Home Office,Online,3,347.76,270.37,1043.28,811.11,232.17
50645,2025-01-14,Northeast,Home Office,Online,4,386.91,53.38,1547.64,213.52,1334.12
50646,2025-05-13,Northeast,Software,Online,4,423.13,249.53,1692.52,998.12,694.4
50647,2025-10-23,South,Home Office,Online,1,160.24,94.48,160.24,94.48,65.76
50648,2025-02-03,South,Accessories,Retail,7,466.89,244.49,3268.23,1711.43,1556.8
50649,2025-07-27,West,Electronics,Online,1,285.41,276.88,285.41,276.88,8.53
50650,2025-10-28,Northeast,Software,Online,7,354.34,133.97,2480.38,937.79,1542.59
50651,2025-07-18,West,Home Office,Partner,2,306.43,115.86,612.86,231.72,381.14
50652,2025-03-21,South,Software,Online,3,78.92,242.64,236.76,727.92,-491.16
50653,2025-03-12,Northeast,Home Office,Retail,7,482.3,163.55,3376.1,1144.85,2231.25
50654,2025-06-04,South,Software,Retail,1,78.98,208.49,78.98,208.49,-129.51
50655,2025-03-19,West,Home Office,Online,3,142.34,190.62,427.02,571.86,-144.84
50656,2025-03-19,West,Electronics,Retail,3,410.54,54.34,1231.62,163.02,1068.6
50657,2025-06-21,West,Home Office,Online,5,316.93,254.99,1584.65,1274.95,309.7
50658,2025-10-16,Northeast,Accessories,Online,6,422.31,66.77,2533.86,400.62,2133.24
50659,2025-02-02,South,Software,Online,6,267.55,280.36,1605.3,1682.16,-76.86
50660,2025-10-27,South,Software,Online,6,200.96,82.67,1205.76,496.02,709.74
50661,2025-10-03,West,Accessories,Online,3,462.49,222.83,1387.47,668.49,718.98
50662,2025-01-07,West,Accessories,Online,5,37.4,92.55,187.0,462.75,-275.75
50663,2025-06-09,West,Electronics,Online,2,430.94,102.16,861.88,204.32,657.56
50664,2025-08-28,West,Software,Online,2,130.79,99.9,261.58,199.8,61.78
50665,2025-01-24,Midwest,Electronics,Online,6,427.39,226.89,2564.34,1361.34,1203.0
50666,2025-08-02,Midwest,Software,Online,2,86.81,171.48,173.62,342.96,-169.34
50667,2025-03-11,Midwest,Software,Online,5,298.51,266.06,1492.55,1330.3,162.25
50668,2025-08-04,West,Electronics,Online,6,446.29,99.14,2677.74,594.84,2082.9
50669,2025-04-14,West,Software,Online,7,247.3,210.68,1731.1,1474.76,256.34
50670,2025-08-03,South,Software,Online,7,378.35,228.36,2648.45,1598.52,1049.93
50671,2025-02-23,Northeast,Electronics,Partner,5,406.24,53.93,2031.2,269.65,1761.55
50672,2025-10-21,South,Home Office,Retail,2,373.52,126.17,747.04,252.34,494.7
50673,2025-11-26,Midwest,Electronics,Online,6,464.16,150.02,2784.96,900.12,1884.84
50674,2025-12-02,South,Software,Retail,7,234.48,113.15,1641.36,792.05,849.31
50675,2025-07-22,West,Accessories,Online,5,103.1,103.41,515.5,517.05,-1.55
50676,2025-10-15,Midwest,Home Office,Online,4,42.95,209.06,171.8,836.24,-664.44
50677,2025-02-14,Midwest,Accessories,Partner,7,138.3,72.6,968.1,508.2,459.9
50678,2025-11-13,Northeast,Home Office,Online,4,88.73,215.72,354.92,862.88,-507.96
50679,2025-07-17,Northeast,Accessories,Partner,5,287.82,281.16,1439.1,1405.8,33.3
50680,2025-08-04,Midwest,Home Office,Online,5,108.77,173.91,543.85,869.55,-325.7
50681,2025-11-05,Midwest,Electronics,Online,1,38.69,187.32,38.69,187.32,-148.63
50682,2025-11-28,South,Home Office,Online,7,37.28,29.99,260.96,209.93,51.03
50683,2025-07-03,Midwest,Home Office,Online,1,419.15,260.7,419.15,260.7,158.45
50684,2025-01-27,West,Home Office,Online,3,303.9,92.78,911.7,278.34,633.36
50685,2025-06-15,South,Software,Online,7,191.88,188.36,1343.16,1318.52,24.64
50686,2025-11-14,West,Accessories,Retail,6,449.23,293.94,2695.38,1763.64,931.74
50687,2025-10-01,West,Electronics,Online,3,53.69,182.7,161.07,548.1,-387.03
50688,2025-12-31,West,Accessories,Online,3,490.55,220.17,1471.65,660.51,811.14
50689,2025-04-13,Midwest,Accessories,Online,2,315.82,139.14,631.64,278.28,353.36
50690,2025-11-29,Northeast,Electronics,Partner,4,108.06,27.51,432.24,110.04,322.2
50691,2025-04-14,Northeast,Software,Online,2,345.95,241.3,691.9,482.6,209.3
50692,2025-09-02,West,Home Office,Online,6,386.42,20.15,2318.52,120.9,2197.62
50693,2025-11-01,Midwest,Software,Partner,5,226.08,213.19,1130.4,1065.95,64.45
50694,2025-06-18,South,Software,Online,1,433.58,16.65,433.58,16.65,416.93
50695,2025-04-26,West,Home Office,Online,6,92.35,260.07,554.1,1560.42,-1006.32
50696,2025-05-21,South,Accessories,Retail,5,153.84,55.71,769.2,278.55,490.65
50697,2025-12-22,South,Home Office,Retail,6,64.88,159.14,389.28,954.84,-565.56
50698,2025-05-05,Midwest,Electronics,Online,5,121.22,183.17,606.1,915.85,-309.75
50699,2025-01-25,Midwest,Home Office,Online,7,134.59,142.69,942.13,998.83,-56.7
50700,2025-07-13,Northeast,Accessories,Retail,1,460.46,108.82,460.46,108.82,351.64
50701,2025-04-10,Northeast,Software,Online,5,57.49,145.67,287.45,728.35,-440.9
50702,2025-01-05,Midwest,Software,Partner,3,225.16,100.31,675.48,300.93,374.55
50703,2025-01-19,West,Home Office,Online,6,275.55,137.06,1653.3,822.36,830.94
50704,2025-06-19,Northeast,Electronics,Online,1,451.37,114.08,451.37,114.08,337.29
50705,2025-10-01,South,Accessories,Online,5,498.89,174.2,2494.45,871.0,1623.45
50706,2025-09-11,West,Software,Retail,3,381.63,79.0,1144.89,237.0,907.89
50707,2025-05-01,South,Home Office,Partner,3,485.98,296.71,1457.94,890.13,567.81
50708,2025-02-01,Midwest,Electronics,Retail,7,397.81,155.25,2784.67,1086.75,1697.92
50709,2025-05-29,South,Electronics,Partner,4,482.34,66.31,1929.36,265.24,1664.12
50710,2025-09-23,West,Software,Online,3,359.49,148.35,1078.47,445.05,633.42
50711,2025-02-06,Midwest,Software,Online,2,58.29,261.26,116.58,522.52,-405.94
50712,2025-06-26,West,Accessories,Retail,1,212.92,16.32,212.92,16.32,196.6
50713,2025-12-08,South,Electronics,Partner,1,330.37,207.07,330.37,207.07,123.3
50714,2025-01-13,West,Accessories,Retail,1,188.34,168.91,188.34,168.91,19.43
50715,2025-07-02,Midwest,Electronics,Retail,5,151.22,59.17,756.1,295.85,460.25
50716,2025-05-25,South,Electronics,Online,6,297.15,247.07,1782.9,1482.42,300.48
50717,2025-09-22,South,Home Office,Online,5,468.08,116.98,2340.4,584.9,1755.5
50718,2025-03-29,Northeast,Software,Partner,2,36.79,95.2,73.58,190.4,-116.82
50719,2025-02-15,Northeast,Electronics,Online,6,389.23,250.16,2335.38,1500.96,834.42
50720,2025-04-29,West,Accessories,Online,7,366.91,195.17,2568.37,1366.19,1202.18
50721,2025-01-19,Northeast,Software,Retail,3,482.7,270.5,1448.1,811.5,636.6
50722,2025-08-08,Northeast,Accessories,Online,5,466.74,192.67,2333.7,963.35,1370.35
50723,2025-08-21,Northeast,Software,Retail,6,385.87,224.84,2315.22,1349.04,966.18
50724,2025-04-04,Northeast,Software,Online,3,269.8,252.57,809.4,757.71,51.69
50725,2025-09-08,Midwest,Electronics,Retail,6,118.05,25.87,708.3,155.22,553.08
50726,2025-09-07,Midwest,Home Office,Retail,3,281.71,235.05,845.13,705.15,139.98
50727,2025-10-09,Northeast,Electronics,Online,6,387.37,187.97,2324.22,1127.82,1196.4
50728,2025-08-20,West,Software,Online,5,449.92,30.16,2249.6,150.8,2098.8
50729,2025-02-15,Midwest,Electronics,Online,5,399.06,157.49,1995.3,787.45,1207.85
50730,2025-02-15,Northeast,Electronics,Online,2,113.73,33.91,227.46,67.82,159.64
50731,2025-01-14,Midwest,Software,Online,7,307.85,223.42,2154.95,1563.94,591.01
50732,2025-03-26,South,Software,Online,7,179.44,168.49,1256.08,1179.43,76.65
50733,2025-11-15,Midwest,Electronics,Online,4,24.42,286.54,97.68,1146.16,-1048.48
50734,2025-11-24,Midwest,Electronics,Online,1,116.11,63.11,116.11,63.11,53.0
50735,2025-01-03,West,Electronics,Online,5,74.35,185.75,371.75,928.75,-557.0
50736,2025-01-28,Midwest,Accessories,Retail,5,424.51,71.36,2122.55,356.8,1765.75
50737,2025-06-06,West,Electronics,Online,3,144.08,188.08,432.24,564.24,-132.0
50738,2025-12-09,South,Accessories,Partner,4,156.66,219.57,626.64,878.28,-251.64
50739,2025-11-29,Northeast,Home Office,Retail,7,480.77,219.47,3365.39,1536.29,1829.1
50740,2025-11-28,West,Accessories,Retail,5,201.96,246.37,1009.8,1231.85,-222.05
50741,2025-06-24,Midwest,Electronics,Retail,6,24.6,257.53,147.6,1545.18,-1397.58
50742,2025-04-24,Midwest,Home Office,Online,7,156.25,32.41,1093.75,226.87,866.88
50743,2025-11-27,West,Accessories,Retail,4,77.26,109.55,309.04,438.2,-129.16
50744,2025-09-07,South,Accessories,Online,1,69.35,209.27,69.35,209.27,-139.92
50745,2025-02-28,Northeast,Software,Partner,6,57.19,154.59,343.14,927.54,-584.4
50746,2025-07-22,Midwest,Home Office,Partner,3,304.76,65.3,914.28,195.9,718.38
50747,2025-11-11,South,Software,Online,2,110.89,170.29,221.78,340.58,-118.8
50748,2025-08-27,Northeast,Home Office,Online,6,193.4,128.16,1160.4,768.96,391.44
50749,2025-08-22,Northeast,Accessories,Online,7,433.77,123.11,3036.39,861.77,2174.62
50750,2025-10-30,Midwest,Software,Retail,1,223.68,244.83,223.68,244.83,-21.15
50751,2025-04-05,West,Electronics,Online,6,459.53,128.2,2757.18,769.2,1987.98
50752,2025-05-21,Midwest,Accessories,Online,4,259.01,17.67,1036.04,70.68,965.36
50753,2025-11-30,Midwest,Home Office,Online,4,211.44,26.84,845.76,107.36,738.4
50754,2025-04-23,Midwest,Home Office,Online,1,380.19,258.31,380.19,258.31,121.88
50755,2025-04-19,South,Software,Partner,7,55.12,288.57,385.84,2019.99,-1634.15
50756,2025-12-28,West,Software,Retail,4,62.95,209.64,251.8,838.56,-586.76
50757,2025-12-11,South,Home Office,Online,6,332.95,115.67,1997.7,694.02,1303.68
50758,2025-10-16,Midwest,Accessories,Online,2,253.73,282.19,507.46,564.38,-56.92
50759,2025-04-07,West,Software,Online,6,399.4,202.21,2396.4,1213.26,1183.14
50760,2025-12-01,Northeast,Electronics,Online,2,459.81,254.86,919.62,509.72,409.9
50761,2025-01-16,West,Home Office,Retail,4,206.42,232.1,825.68,928.4,-102.72
50762,2025-02-13,Midwest,Electronics,Online,6,306.28,119.95,1837.68,719.7,1117.98
50763,2025-08-18,West,Home Office,Online,4,260.33,148.82,1041.32,595.28,446.04
50764,2025-04-18,Northeast,Electronics,Partner,7,491.17,63.98,3438.19,447.86,2990.33
50765,2025-08-05,Northeast,Accessories,Partner,2,418.92,94.68,837.84,189.36,648.48
50766,2025-09-17,West,Home Office,Online,7,457.63,235.66,3203.41,1649.62,1553.79
50767,2025-11-08,Northeast,Accessories,Online,4,142.08,269.25,568.32,1077.0,-508.68
50768,2025-11-16,South,Software,Online,5,390.81,220.09,1954.05,1100.45,853.6
50769,2025-07-15,West,Home Office,Retail,3,147.43,144.9,442.29,434.7,7.59
50770,2025-04-05,Northeast,Accessories,Partner,6,120.2,35.09,721.2,210.54,510.66
50771,2025-02-25,Northeast,Electronics,Online,5,473.25,26.51,2366.25,132.55,2233.7
50772,2025-02-01,West,Accessories,Online,7,29.27,118.55,204.89,829.85,-624.96
50773,2025-08-19,South,Home Office,Partner,4,483.39,144.51,1933.56,578.04,1355.52
50774,2025-01-09,West,Accessories,Retail,4,91.65,186.64,366.6,746.56,-379.96
50775,2025-07-10,Northeast,Electronics,Partner,3,413.33,11.88,1239.99,35.64,1204.35
50776,2025-12-27,West,Electronics,Online,4,152.44,297.02,609.76,1188.08,-578.32
50777,2025-07-19,Northeast,Electronics,Online,3,188.34,115.54,565.02,346.62,218.4
50778,2025-11-30,Midwest,Software,Online,6,124.04,255.95,744.24,1535.7,-791.46
50779,2025-06-10,West,Home Office,Online,2,301.05,165.14,602.1,330.28,271.82
50780,2025-03-28,West,Electronics,Online,3,187.09,47.83,561.27,143.49,417.78
50781,2025-01-21,Northeast,Software,Online,3,335.55,241.29,1006.65,723.87,282.78
50782,2025-11-07,Northeast,Electronics,Online,5,27.51,215.85,137.55,1079.25,-941.7
50783,2025-03-17,Northeast,Accessories,Partner,4,50.9,162.96,203.6,651.84,-448.24
50784,2025-05-21,Northeast,Home Office,Online,6,67.84,159.22,407.04,955.32,-548.28
50785,2025-05-06,West,Accessories,Retail,2,221.12,35.37,442.24,70.74,371.5
50786,2025-09-08,Northeast,Software,Online,1,411.1,200.2,411.1,200.2,210.9
50787,2025-03-25,West,Accessories,Retail,7,446.33,274.26,3124.31,1919.82,1204.49
50788,2025-02-17,South,Accessories,Online,3,137.51,37.04,412.53,111.12,301.41
50789,2025-03-19,West,Electronics,Retail,1,295.7,86.42,295.7,86.42,209.28
50790,2025-01-30,Northeast,Accessories,Online,4,388.82,271.67,1555.28,1086.68,468.6
50791,2025-10-12,Northeast,Electronics,Online,7,158.64,92.46,1110.48,647.22,463.26
50792,2025-05-16,South,Electronics,Retail,3,216.32,199.64,648.96,598.92,50.04
50793,2025-05-20,West,Home Office,Online,1,271.51,165.1,271.51,165.1,106.41
50794,2025-02-10,South,Software,Online,5,84.74,182.94,423.7,914.7,-491.0
50795,2025-10-09,West,Software,Partner,1,32.47,130.58,32.47,130.58,-98.11
50796,2025-02-19,Northeast,Software,Partner,7,93.35,97.0,653.45,679.0,-25.55
50797,2025-09-15,West,Electronics,Online,5,320.89,24.07,1604.45,120.35,1484.1
50798,2025-11-07,Northeast,Software,Online,7,55.34,225.84,387.38,1580.88,-1193.5
50799,2025-12-26,Northeast,Electronics,Online,2,111.05,226.37,222.1,452.74,-230.64
50800,2025-09-27,Midwest,Home Office,Online,4,182.17,204.51,728.68,818.04,-89.36
50801,2025-05-14,Midwest,Software,Partner,6,57.38,196.65,344.28,1179.9,-835.62
50802,2025-08-22,West,Electronics,Online,1,112.02,80.68,112.02,80.68,31.34
50803,2025-05-08,Northeast,Software,Online,3,457.41,16.48,1372.23,49.44,1322.79
50804,2025-04-14,South,Software,Partner,7,29.26,244.53,204.82,1711.71,-1506.89
50805,2025-09-11,Northeast,Home Office,Online,7,333.65,152.43,2335.55,1067.01,1268.54
50806,2025-04-05,South,Accessories,Retail,4,204.52,98.98,818.08,395.92,422.16
50807,2025-12-03,West,Software,Online,1,342.87,39.56,342.87,39.56,303.31
50808,2025-08-05,West,Home Office,Online,3,302.57,28.19,907.71,84.57,823.14
50809,2025-03-02,South,Software,Online,3,127.28,111.17,381.84,333.51,48.33
50810,2025-09-25,South,Software,Online,7,426.66,243.37,2986.62,1703.59,1283.03
50811,2025-08-29,Northeast,Software,Online,6,256.13,276.43,1536.78,1658.58,-121.8
50812,2025-01-13,West,Software,Online,7,414.82,270.06,2903.74,1890.42,1013.32
50813,2025-05-27,Northeast,Accessories,Online,6,214.89,276.8,1289.34,1660.8,-371.46
50814,2025-08-28,South,Accessories,Online,7,492.65,273.24,3448.55,1912.68,1535.87
50815,2025-03-30,Midwest,Software,Online,7,389.83,162.9,2728.81,1140.3,1588.51
50816,2025-04-05,Midwest,Software,Online,3,483.66,73.63,1450.98,220.89,1230.09
50817,2025-11-11,Midwest,Home Office,Online,6,266.88,241.43,1601.28,1448.58,152.7
50818,2025-10-20,South,Home Office,Retail,3,247.37,71.98,742.11,215.94,526.17
50819,2025-01-25,Northeast,Electronics,Online,1,382.62,87.49,382.62,87.49,295.13
50820,2025-09-29,West,Accessories,Online,7,442.54,77.64,3097.78,543.48,2554.3
50821,2025-06-15,South,Software,Retail,2,482.79,159.34,965.58,318.68,646.9
50822,2025-09-07,Midwest,Accessories,Online,6,175.78,103.33,1054.68,619.98,434.7
50823,2025-03-28,Northeast,Home Office,Retail,5,403.38,54.71,2016.9,273.55,1743.35
50824,2025-05-22,West,Accessories,Retail,5,121.11,141.42,605.55,707.1,-101.55
50825,2025-05-14,West,Accessories,Online,5,281.88,263.43,1409.4,1317.15,92.25
50826,2025-10-06,South,Software,Online,2,106.33,175.46,212.66,350.92,-138.26
50827,2025-05-06,South,Software,Partner,3,186.75,264.72,560.25,794.16,-233.91
50828,2025-11-12,West,Home Office,Online,3,467.05,66.8,1401.15,200.4,1200.75
50829,2025-05-21,West,Software,Retail,4,90.12,58.42,360.48,233.68,126.8
50830,2025-12-22,Midwest,Home Office,Online,5,323.55,176.92,1617.75,884.6,733.15
50831,2025-04-13,West,Home Office,Online,5,304.62,144.37,1523.1,721.85,801.25
50832,2025-08-14,South,Electronics,Online,3,77.95,201.45,233.85,604.35,-370.5
50833,2025-03-04,Northeast,Electronics,Online,5,176.47,240.44,882.35,1202.2,-319.85
50834,2025-10-21,Midwest,Electronics,Online,3,290.23,227.88,870.69,683.64,187.05
50835,2025-11-02,Midwest,Accessories,Retail,7,109.85,283.26,768.95,1982.82,-1213.87
50836,2025-09-11,West,Electronics,Partner,7,404.3,125.49,2830.1,878.43,1951.67
50837,2025-06-29,Northeast,Software,Retail,3,486.64,69.85,1459.92,209.55,1250.37
50838,2025-02-09,Midwest,Software,Online,6,123.08,169.76,738.48,1018.56,-280.08
50839,2025-09-21,South,Electronics,Partner,3,109.72,42.12,329.16,126.36,202.8
50840,2025-07-08,West,Accessories,Retail,1,238.37,93.77,238.37,93.77,144.6
50841,2025-01-08,South,Home Office,Partner,1,378.93,70.29,378.93,70.29,308.64
50842,2025-04-14,West,Accessories,Online,1,155.17,125.0,155.17,125.0,30.17
50843,2025-08-13,Midwest,Accessories,Retail,1,29.54,42.25,29.54,42.25,-12.71
50844,2025-02-03,West,Home Office,Online,2,279.79,19.23,559.58,38.46,521.12
50845,2025-08-24,Northeast,Home Office,Online,4,479.17,200.47,1916.68,801.88,1114.8
50846,2025-08-16,South,Home Office,Partner,4,207.81,186.97,831.24,747.88,83.36
50847,2025-07-07,Northeast,Software,Online,3,221.66,215.42,664.98,646.26,18.72
50848,2025-11-09,South,Home Office,Online,7,485.07,201.51,3395.49,1410.57,1984.92
50849,2025-01-22,South,Home Office,Partner,5,353.41,43.15,1767.05,215.75,1551.3
50850,2025-12-09,West,Accessories,Online,1,365.2,94.41,365.2,94.41,270.79
50851,2025-02-09,Midwest,Accessories,Partner,4,290.1,47.56,1160.4,190.24,970.16
50852,2025-06-22,Midwest,Electronics,Retail,4,487.81,254.46,1951.24,1017.84,933.4
50853,2025-06-28,Northeast,Accessories,Online,1,350.66,226.6,350.66,226.6,124.06
50854,2025-03-27,West,Home Office,Online,7,449.62,68.44,3147.34,479.08,2668.26
50855,2025-05-13,Midwest,Software,Retail,2,355.7,108.98,711.4,217.96,493.44
50856,2025-12-17,South,Accessories,Online,2,372.86,290.32,745.72,580.64,165.08
50857,2025-01-13,South,Accessories,Partner,4,159.4,182.31,637.6,729.24,-91.64
50858,2025-01-28,West,Home Office,Partner,2,165.67,242.34,331.34,484.68,-153.34
50859,2025-03-25,Northeast,Accessories,Online,6,395.83,86.73,2374.98,520.38,1854.6
50860,2025-11-14,West,Accessories,Online,1,162.42,70.92,162.42,70.92,91.5
50861,2025-12-15,Northeast,Home Office,Partner,7,290.13,237.34,2030.91,1661.38,369.53
50862,2025-12-09,West,Accessories,Online,4,139.69,208.9,558.76,835.6,-276.84
50863,2025-10-07,South,Software,Online,1,412.15,207.48,412.15,207.48,204.67
50864,2025-12-20,West,Electronics,Retail,2,73.04,170.26,146.08,340.52,-194.44
50865,2025-09-20,Midwest,Accessories,Partner,1,418.13,173.44,418.13,173.44,244.69
50866,2025-06-15,Midwest,Software,Retail,2,309.31,223.35,618.62,446.7,171.92
50867,2025-10-20,West,Accessories,Online,7,109.72,88.3,768.04,618.1,149.94
50868,2025-03-09,Northeast,Electronics,Retail,2,280.18,112.3,560.36,224.6,335.76
50869,2025-08-14,Northeast,Home Office,Retail,1,155.6,262.77,155.6,262.77,-107.17
50870,2025-06-19,South,Electronics,Partner,7,175.26,99.57,1226.82,696.99,529.83
50871,2025-03-27,South,Accessories,Partner,2,188.73,168.43,377.46,336.86,40.6
50872,2025-05-13,Northeast,Electronics,Online,6,50.39,213.77,302.34,1282.62,-980.28
50873,2025-06-27,West,Electronics,Retail,3,493.26,299.98,1479.78,899.94,579.84
50874,2025-12-09,South,Home Office,Partner,1,35.14,136.23,35.14,136.23,-101.09
50875,2025-09-09,Northeast,Accessories,Online,3,338.0,134.15,1014.0,402.45,611.55
50876,2025-01-15,Northeast,Electronics,Online,1,198.19,254.35,198.19,254.35,-56.16
50877,2025-08-11,West,Electronics,Partner,2,330.08,243.6,660.16,487.2,172.96
50878,2025-07-20,Midwest,Home Office,Online,2,191.0,222.01,382.0,444.02,-62.02
50879,2025-04-17,Northeast,Software,Online,7,343.4,144.34,2403.8,1010.38,1393.42
50880,2025-09-07,South,Accessories,Online,4,370.03,103.94,1480.12,415.76,1064.36
50881,2025-03-30,West,Software,Online,6,351.47,186.53,2108.82,1119.18,989.64
50882,2025-05-05,West,Software,Online,4,74.7,264.1,298.8,1056.4,-757.6
50883,2025-04-23,West,Home Office,Online,3,335.31,266.3,1005.93,798.9,207.03
50884,2025-05-17,Midwest,Home Office,Partner,2,154.39,41.46,308.78,82.92,225.86
50885,2025-09-04,Midwest,Accessories,Retail,4,33.82,134.22,135.28,536.88,-401.6
50886,2025-06-15,South,Software,Retail,2,219.12,144.77,438.24,289.54,148.7
50887,2025-05-30,South,Electronics,Online,1,228.1,293.51,228.1,293.51,-65.41
50888,2025-12-29,West,Software,Retail,4,244.24,206.62,976.96,826.48,150.48
50889,2025-12-09,South,Home Office,Retail,3,358.32,128.1,1074.96,384.3,690.66
50890,2025-03-09,Northeast,Electronics,Retail,7,168.25,17.56,1177.75,122.92,1054.83
50891,2025-08-09,Midwest,Electronics,Online,4,171.33,173.96,685.32,695.84,-10.52
50892,2025-09-28,West,Home Office,Online,2,49.07,37.86,98.14,75.72,22.42
50893,2025-11-17,West,Electronics,Retail,5,349.67,251.99,1748.35,1259.95,488.4
50894,2025-11-06,Northeast,Software,Retail,5,292.56,228.23,1462.8,1141.15,321.65
50895,2025-12-15,Northeast,Home Office,Retail,7,187.72,143.55,1314.04,1004.85,309.19
50896,2025-01-20,Northeast,Accessories,Online,7,358.49,134.47,2509.43,941.29,1568.14
50897,2025-10-16,Northeast,Home Office,Online,6,277.93,270.23,1667.58,1621.38,46.2
50898,2025-04-10,West,Accessories,Retail,7,245.24,93.65,1716.68,655.55,1061.13
50899,2025-09-09,Midwest,Accessories,Online,2,265.44,82.22,530.88,164.44,366.44
50900,2025-03-18,Midwest,Home Office,Retail,1,325.45,282.37,325.45,282.37,43.08
50901,2025-05-15,Northeast,Home Office,Partner,4,336.8,244.68,1347.2,978.72,368.48
50902,2025-06-22,South,Accessories,Retail,7,158.7,247.98,1110.9,1735.86,-624.96
50903,2025-12-29,West,Accessories,Online,5,87.56,66.61,437.8,333.05,104.75
50904,2025-07-20,Midwest,Electronics,Online,1,95.18,51.56,95.18,51.56,43.62
50905,2025-08-05,Northeast,Home Office,Retail,2,326.91,17.55,653.82,35.1,618.72
50906,2025-07-27,South,Home Office,Partner,1,438.98,78.74,438.98,78.74,360.24
50907,2025-03-15,South,Electronics,Online,2,216.56,234.52,433.12,469.04,-35.92
50908,2025-01-11,Northeast,Home Office,Online,6,101.37,79.61,608.22,477.66,130.56
50909,2025-10-14,West,Electronics,Online,4,383.17,221.44,1532.68,885.76,646.92
50910,2025-09-13,Midwest,Electronics,Retail,1,419.59,83.05,419.59,83.05,336.54
50911,2025-01-12,South,Home Office,Retail,4,442.68,124.63,1770.72,498.52,1272.2
50912,2025-03-19,Midwest,Software,Partner,1,311.28,295.12,311.28,295.12,16.16
50913,2025-06-21,Midwest,Accessories,Online,2,433.15,81.0,866.3,162.0,704.3
50914,2025-04-06,South,Home Office,Retail,2,27.4,119.15,54.8,238.3,-183.5
50915,2025-11-02,Northeast,Software,Online,1,71.47,97.32,71.47,97.32,-25.85
50916,2025-09-30,South,Electronics,Online,6,64.44,41.79,386.64,250.74,135.9
50917,2025-06-28,South,Software,Retail,2,362.05,152.07,724.1,304.14,419.96
50918,2025-03-05,West,Home Office,Online,3,53.4,119.82,160.2,359.46,-199.26
50919,2025-05-12,Midwest,Home Office,Online,3,258.25,211.52,774.75,634.56,140.19
50920,2025-12-09,Northeast,Software,Retail,4,246.9,247.1,987.6,988.4,-0.8
50921,2025-09-29,Midwest,Home Office,Online,7,169.14,167.83,1183.98,1174.81,9.17
50922,2025-11-15,South,Accessories,Online,3,437.79,19.34,1313.37,58.02,1255.35
50923,2025-11-28,Northeast,Software,Online,3,101.81,189.49,305.43,568.47,-263.04
50924,2025-12-07,Northeast,Electronics,Online,6,189.18,26.06,1135.08,156.36,978.72
50925,2025-04-19,Northeast,Software,Partner,6,391.6,188.74,2349.6,1132.44,1217.16
50926,2025-09-30,Northeast,Software,Online,7,34.6,208.66,242.2,1460.62,-1218.42
50927,2025-06-17,West,Software,Retail,5,343.02,67.35,1715.1,336.75,1378.35
50928,2025-06-29,Northeast,Software,Online,7,411.87,247.61,2883.09,1733.27,1149.82
50929,2025-02-27,South,Electronics,Online,5,467.49,274.21,2337.45,1371.05,966.4
50930,2025-03-20,West,Electronics,Online,6,440.62,245.8,2643.72,1474.8,1168.92
50931,2025-03-02,South,Electronics,Partner,5,173.3,98.48,866.5,492.4,374.1
50932,2025-05-01,South,Software,Online,6,301.45,180.13,1808.7,1080.78,727.92
50933,2025-07-26,Midwest,Accessories,Retail,5,57.1,275.3,285.5,1376.5,-1091.0
50934,2025-02-03,Northeast,Accessories,Online,2,143.78,102.99,287.56,205.98,81.58
50935,2025-03-11,Northeast,Electronics,Partner,6,65.23,247.81,391.38,1486.86,-1095.48
50936,2025-01-17,South,Accessories,Retail,7,171.29,12.75,1199.03,89.25,1109.78
50937,2025-01-20,Northeast,Accessories,Retail,4,440.09,11.06,1760.36,44.24,1716.12
50938,2025-11-11,West,Accessories,Partner,4,186.64,230.32,746.56,921.28,-174.72
